🕘️更新时间,#genre#
漳州新闻综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8?zfud#http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
漳浦综合,http://220.161.87.62:8800/hls/0/index.m3u8
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8?zfud
福州少儿,http://live.zohi.tv/video/s10001-fztv-4/index.m3u8
福州生活,http://live.zohi.tv:80/video/s10001-fztv-3/index.m3u8
福州生活,http://live.zohi.tv/video/s10001-shpd-3/index.m3u8?zfud
福州生活,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
福州综合,http://live.zohi.tv/video/s10001-FZTV-1/index.m3u8?zfud
福州综合,http://live.zohi.tv/video/s10001-fztv-1/index.m3u8
福建新闻,http://live.xmcdn.com/live/792/64.m3u8
福建新闻,http://ls.qingting.fm/live/1731.m3u8
福建新闻,https://satellitepull.cnr.cn/live/wx32fjxwgb/playlist.m3u8
福建新闻,http://satellitepull.cnr.cn/live/wx32fjxwgb/playlist.m3u8
福建经济,http://aa3.kkwk111.top/fj.php?id=9
福建经济,http://live.xmcdn.com/live/789/64.m3u8
福建经济,http://satellitepull.cnr.cn/live/wx32fjdnjjgb/playlist.m3u8
福建少儿,http://php.jdshipin.com:8880/fujian.php?id=8
福建少儿,http://aa3.kkwk111.top/fj.php?id=2
漳州新闻,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
漳州新闻,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8?zfud三明新闻综合

☘️海南频道,#genre#
海南新闻,http://nn.7x9d.cn/地方台8563/海南.php?id=xwpd
海南新闻,http://ls.qingting.fm/live/1861.m3u8
海南新闻,https://satellitepull.cnr.cn/live/wxhainxwgb/playlist.m3u8
海南新闻,http://satellitepull.cnr.cn/live/wxhainxwgb/playlist.m3u8
海南自贸,http://nn.7x9d.cn/地方台8563/海南.php?id=jjpd
海南文旅,http://nn.7x9d.cn/地方台8563/海南.php?id=wlpd
海南少儿,http://nn.7x9d.cn/地方台8563/海南.php?id=sepd
海南公共,http://nn.7x9d.cn/地方台8563/海南.php?id=ggpd

☘️河南频道,#genre#
梨园,https://www.shqsy.com/tv/zb/hndx.php?id=hnly
梨园,http://live.dxhmt.cn:9081/tv/11122-1.m3u8
梨园,http://live.dxhmt.cn:9081/tv/11122-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
梨园,http://live.dxhmt.cn:9080/19903718786/3159ec673c114135816d45dd52ad7396.m3u8
梨园,http://live.dxhmt.cn:9080/19903718786/3159ec673c114135816d45dd52ad7396.m3u8?
梨园,https://vdse.bdstatic.com//5787b4fd8574dafb0362d30820022447.mp4?
梨园,http://gcw.bdcdn.shoujiduoduo.com/v/190507/bc0fcf2785f707597273caf592c9a78f.mp4
梨园,http://61.163.181.78:9901/tsfile/live/1006_1.m3u8
义马新闻综合,http://live.dxhmt.cn:9081/tv/11281-1.m3u8
光山综合,http://live.dxhmt.cn:9081/tv/11522-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
兰考新闻,http://live.dxhmt.cn:9081/tv/10225-1.m3u8
兰考新闻,http://live.dxhmt.cn:9081/tv/10225-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
卫辉综合,http://live.dxhmt.cn:9081/tv/10781-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8?zhend
叶县,http://gcalic.v.myalicdn.com/gc/ahhs01_1/index.m3u8
叶县,http://live.dxhmt.cn:9081/tv/10422-1.m3u8
叶县,http://live.dxhmt.cn:9081/tv/10422-1.m3u8?
叶县,http://ls.qingting.fm/live/345.m3u8
周口扶沟,http://live.dxhmt.cn:9081/tv/11621-1.m3u8
唐河一套,http://live.dxhmt.cn:9081/tv/11328-1.m3u8
固始综合,http://live.dxhmt.cn:9081/tv/11525-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
宝丰综合,http://live.dxhmt.cn:9081/tv/10421-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8?zhend
巩义新闻综合,http://live.dxhmt.cn:9081/tv/10181-1.m3u8
巩义新闻综合,http://live.dxhmt.cn:9081/tv/10181-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8?zhend
扶沟综合,http://live.dxhmt.cn:9081/tv/11621-1.m3u8?
新县综合,http://live.dxhmt.cn:9081/tv/11523-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
新蔡综合,http://live.dxhmt.cn:9081/tv/11729-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
泌阳新闻综合,http://live.dxhmt.cn:9081/tv/11726-1.m3u8
泌阳新闻综合,http://live.dxhmt.cn:9081/tv/11726-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
淅川电视,http://live.dxhmt.cn:9081/tv/11326-1.m3u8
渑池新闻综合,http://live.dxhmt.cn:9081/tv/11221-1.m3u8
渑池新闻综合,http://live.dxhmt.cn:9081/tv/11221-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
温县综合,http://live.dxhmt.cn:9081/tv/10825-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8?zhend
潢川综合,http://live.dxhmt.cn:9081/tv/11526-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
登封综合,http://live.dxhmt.cn:9081/tv/10185-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
禹州综合,http://live.dxhmt.cn:9081/tv/11081-1.m3u8
禹州综合,http://live.dxhmt.cn:9081/tv/11081-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
西华综合,http://live.dxhmt.cn:9081/tv/11622-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
郏县综合,http://live.dxhmt.cn:9081/tv/10425-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8?zhend
郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8
郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
鄢陵综合,http://live.dxhmt.cn:9081/tv/11024-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
项城新闻,http://live.dxhmt.cn:9081/tv/11681-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
邓州新闻,http://live.dxhmt.cn:9081/tv/11381-1.m3u8
邓州新闻,http://live.dxhmt.cn:9081/tv/11381-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11381-1.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/11381-1.m3u8
荥阳综合,http://live.dxhmt.cn:9081/tv/10182-1.m3u8
灵宝新闻综合,http://live.dxhmt.cn:9081/tv/11282-1.m3u8
灵宝新闻综合,http://live.dxhmt.cn:9081/tv/11282-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8?zhend
滑县新闻,http://live.dxhmt.cn:9081/tv/10526-1.m3u8
滑县新闻,http://live.dxhmt.cn:9081/tv/10526-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8
济源电视一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
洛阳综合,https://wshlslive.migucloud.com/live/6AL7GTQX_C0/playlist.m3u8
洛阳综合,http://live.xmcdn.com/live/491/64.m3u8
洛阳科教,https://wshlslive.migucloud.com/live/RJ0EYBCZ_C0/playlist.m3u8
洛阳文旅,https://wshlslive.migucloud.com/live/CVN934JS_C0/playlist.m3u8
河南都市,https://www.shqsy.com/tv/zb/hndx.php?id=hnds
河南都市,http://61.163.181.78:9901/tsfile/live/1004_1.m3u8
河南民生,https://www.shqsy.com/tv/zb/hndx.php?id=hnms
河南民生,http://61.163.181.78:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
沁阳新闻综合,http://live.dxhmt.cn:9081/tv/10882-1.m3u8
沁阳新闻综合,http://live.dxhmt.cn:9081/tv/10882-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8
永城综合,http://live.dxhmt.cn:9081/tv/11481-1.m3u8
方城一套,http://live.dxhmt.cn:9081/tv/11322-1.m3u8
新野综合,http://live.dxhmt.cn:9081/tv/11329-1.m3u8
新安新闻综合,http://live.dxhmt.cn:9081/tv/10323-1.m3u8
开封新闻综合,http://live.dxhmt.cn:9081/tv/10200-2.m3u8
开封新闻综合,http://live.dxhmt.cn:9081/tv/10200-2.m3u8#http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8
嵩县综合新闻,http://live.dxhmt.cn:9081/tv/10325-1.m3u8
嵩县综合新闻,http://live.dxhmt.cn:9081/tv/10325-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8
宜阳综合,http://live.dxhmt.cn:9081/tv/10327-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
内黄综合,http://live.dxhmt.cn:9081/tv/10527-1.m3u8?
内乡综合,http://live.dxhmt.cn:9081/tv/11325-1.m3u8
内乡综合,http://live.dxhmt.cn:9081/tv/11325-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8
偃师新闻,http://live.dxhmt.cn:9081/tv/10381-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10381-1.m3u8

☘️河北频道,#genre#
鹿泉一套,https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8?zhebd
邯郸新闻,http://bclivepull.handannews.com.cn/BClive/NewsBroadcast.m3u8
邢台综合,http://jwplay.hebyun.com.cn/live/xtsrmtzs/1500k/tzwj_video.m3u8
邢台综合,https://jwplay.hebyun.com.cn/live/xttv/1500k/tzwj_video.m3u8
邢台综合,https://jwplay.hebyun.com.cn/live/xttv/1500k/tzwj_video.m3u8?zhebd
邢台综合,https://jwplay.hebyun.com.cn/live/xttv/1500k/tzwj_video.m3u8?zhebd#https://jwplay.hebyun.com.cn/live/xttv/1500k/tzwj_video.m3u8
衡水公共,http://ls.qingting.fm/live/2810.m3u8
石家庄都市,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3801&tk=2894ccdba8fc
石家庄都市,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6946&tk=b53028476470
石家庄都市,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5859&tk=97475bb89d45
石家庄都市,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4067&tk=777be9e2ccb2
石家庄都市,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7812&tk=f6cc1e0a0e1a
石家庄都市,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0430&tk=7877e7cc41c7
石家庄生活,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7373&tk=2894ccdba8fc
石家庄生活,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8905&tk=b53028476470
石家庄生活,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6093&tk=7d4ad8f156e3
石家庄生活,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2841&tk=777be9e2ccb2
石家庄生活,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6905&tk=f6cc1e0a0e1a
石家庄新闻综合,http://nn.7x9d.cn/石家庄.php?id=4
石家庄新闻综合,http://124.239.135.194:11080/live/sjzxwzh/index.m3u8
石家庄娱乐,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5269&tk=2894ccdba8fc
石家庄娱乐,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4631&tk=b53028476470
石家庄娱乐,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0948&tk=97475bb89d45
石家庄娱乐,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7399&tk=777be9e2ccb2
石家庄娱乐,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2144&tk=f6cc1e0a0e1a
滦平新闻,http://jwplay.hebyun.com.cn/live/LPTV001/1500k/tzwj_video.m3u8
河北都市,http://jwplay.hebyun.com.cn/live/hbnmtv/1500k/tzwj_video.m3u8
河北都市,http://api3.52tb.xyz/info?id=481&token=20221127jxwhhemby
河北都市,https://jwplay.hebyun.com.cn/live/hbdstv/1500k/tzwj_video.m3u8
河北都市,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/hebei.php?id=hbds
河北都市,http://124.239.135.194:11080/live/hbds/index.m3u8
河北农民,https://jwplay.hebyun.com.cn/live/hbnmtv/1500k/tzwj_video.m3u8?zhebd
河北农民,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/hebei.php?id=nmpd
河北农民,https://ls.qingting.fm/live/1650/64k.m3u8
河北农民,http://ls.qingting.fm/live/1650.m3u8
河北农民,https://radio.pull.hebtv.com/live/hebnczx.m3u8
河北农民,http://124.239.135.194:11080/live/hbnm/index.m3u8
任丘文娱,https://jwcdnqx.hebyun.com.cn/live/rqtv2/1500k/tzwj_video.m3u8
兴隆综合,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8

☘️贵州频道,#genre#
七星关电视台,https://p8.vzan.com:443/slowlive/147077707554082780/live.m3u8
七星关电视台,https://live.us.sinaimg.cn/001LSU8Gjx07KMe2Cb6L070d010007wB0k01.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
安顺新闻,http://hplayer1.juyun.tv/camera/154379194.m3u8
安顺新闻,https://ls.qingting.fm/live/5022203/64k.m3u8
清镇新闻综合,http://pili-live-rtmp.143.i2863.com/i2863-143/live_143_397273.m3u8?zguizd

☘️甘肃频道,#genre#
甘肃经济,https://satellitepull.cnr.cn/live/wxgshhzs/playlist.m3u8
甘肃经济,http://satellitepull.cnr.cn/live/wxgshhzs/playlist.m3u8
甘肃都市,https://satellitepull.cnr.cn/live/wxgsdstb/playlist.m3u8
甘肃都市,http://satellitepull.cnr.cn/live/wxgsdstb/playlist.m3u8
甘肃都市,http://play.kankanlive.com/live/1714096320293954.m3u8
临夏州综合,http://play.kankanlive.com/live/1714096320293954.m3u8
临洮综合,https://play.kankanlive.com/live/1638428318510977.m3u8?zgand
临潭综合,http://pili-live-hls.hfmt.net/gntv/lttv.m3u8?zgand
卓尼综合,http://pili-live-hls.hfmt.net/gntv/zntv.m3u8?zgand
嘉峪关综合,http://pili-live-hls.hfmt.net/gntv/xhtv.m3u8?zgand
嘉峪关综合,http://play.kankanlive.com/live/1690854462058921.m3u8
夏河综合,http://pili-live-hls.hfmt.net/gntv/xhtv.m3u8?zgand
天水新闻综合,https://play.kankanlive.com/live/1698724188723989.m3u8
天祝综合,https://play.kankanlive.com/live/1656487214793905.m3u8
定西公共,https://play.kankanlive.com/live/1645680054929933.m3u8?zgand
定西综合,https://play.kankanlive.com/live/1645679947087932.m3u8?zgand
岷县综合,http://play.kankanlive.com/live/1614311581479927.m3u8?zgand
平凉新闻综合,rtmp://play.kankanlive.com/live/1694661314645984
平凉新闻综合,https://play.kankanlive.com/live/1694661314645984.m3u8
平凉新闻综合,https://play.kankanlive.com/live/1694661314645984.m3u8#rtmp://play.kankanlive.com/live/1694661314645984#http://pili-live-hls.182.i2863.com/i2863-182/live_182_089153.m3u8#@https://play.kankanlive.com/live/1694661314645984.m3u8
张掖新闻综合,https://play.kankanlive.com/live/1629709727589955.m3u8
张掖新闻综合,https://play.kankanlive.com/live/1720583434627241.m3u8
张掖新闻综合,http://play.kankanlive.com/live/1720583434627241.m3u8
景泰综合,https://play.kankanlive.com/live/1624439143745981.m3u8
景泰综合,https://play.kankanlive.com/live/1624439143745981.m3u8?zgand
武威新闻,https://play.kankanlive.com/live/1693539781636986.m3u8
永昌综合,rtmp://play.kankanlive.com/live/1652755738635915
永昌综合,https://play.kankanlive.com/live/1652755738635915.m3u8
渭源新闻,rtmp://play.kankanlive.com/live/1701943385631927
渭源新闻,http://pili-live-hls.hfmt.net/gntv/mqtv.m3u8?gansu
玛曲综合,http://pili-live-hls.hfmt.net/gntv/mqtv.m3u8?gansu
甘南综合,http://pili-live-hls.hfmt.net/gntv/gnhytv.m3u8?zgand
甘南藏语,http://play.kankanlive.com/live/1720408280309109.m3u8
甘肃少儿,rtmp://livein.gstv.com.cn/49048r/922k96
白银文化教育,http://play.kankanlive.com/live/1720408280309109.m3u8
白银综合,https://play.kankanlive.com/live/1720408089419110.m3u8
白银综合,http://play.kankanlive.com/live/1720408089419110.m3u8
碌曲综合,http://pili-live-hls.hfmt.net/gntv/lqtv.m3u8?zgand
秦安综合,rtmp://play.kankanlive.com/live/1680577080200944
秦安综合,https://play.kankanlive.com/live/1680577080200944.m3u8
舟曲新闻,http://pili-live-hls.hfmt.net/gntv/zqtv.m3u8?zgand
西和综合,https://play.kankanlive.com/live/1626051451895935.m3u8?zgand
西和综合,https://play.kankanlive.com/live/1659926941626981.m3u8
西峰综合,http://pili-live-rtmp.luan2.hfmt.net/luan2/xifeng/123456.m3u8?zgand
西峰综合,https://play.kankanlive.com/live/1683944827526991.m3u8
西峰综合,http://play.kankanlive.com/live/1683944827526991.m3u8
通渭综合,https://play.kankanlive.com/live/1629944062210970.m3u8?zgand
通渭综合,https://play.kankanlive.com/live/1661761962676984.m3u8
酒泉综合,https://3ee63cd9178a070a2db29f77915c49d4.livehwc3.cn/play.kankanlive.com/live/1702033926169975.m3u8
酒泉综合,https://play.kankanlive.com/live/1702033926169975.m3u8
金川综合,https://play.kankanlive.com/live/1625041962958919.m3u8?zgand
靖远综合,https://play.kankanlive.com/live/1692005762394912.m3u8
靖远综合,http://play.kankanlive.com/live/1692005762394912.m3u8

☘️新疆频道,#genre#
伊犁汉语综合,http://110.153.180.106:55555/out_1/index.m3u8
伊犁汉语综合,http://110.153.180.106:55555/out_1/index.m3u8?zxinjd
伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8?zxinjd
伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8
伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8?zxinjd
伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8
伊犁经济法制,http://110.153.180.106:55555/out_4/index.m3u8?zxinjd
伊犁经济法制,http://110.153.180.106:55555/out_4/index.m3u8
兵团五师双河新闻综合,https://liveout.btzx.com.cn/62ds9e/4nxdih.m3u8?zxinjd
兵团五师双河新闻综合,http://liveout.btzx.com.cn/62ds9e/4nxdih.m3u8?fbl=
奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8
奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8?zxinjd
玛纳斯综合,http://218.84.127.245:1026/hls/main1/playlist.m3u8
玛纳斯综合,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd
玛纳斯综合,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd,
新疆卫视,http://php.jdshipin.com:8880/cqyx.php?id=XINJIANGSD
新疆卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225635
新疆卫视,http://z.b.bkpcp.top/m.php?id=xjws
新疆卫视,http://goo.bkpcp.top/mg/xjws
新疆卫视,http://120.192.226.35:8009/hls/61/index.m3u8
新疆卫视,http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd;http://218.84.12.186:8001/hls/main/playlist.m3u8zxinjd
新疆卫视,http://klmysjtzb.rcsxzx.com/hls/klmy3.m3u8
新疆卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9276&tk=a0c4f6cfaba3
新疆卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9483&tk=23a9aca1f79f
新疆卫视,http://36.32.174.67:60080/newlive/live/hls/47/live.m3u8
奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd;http://218.84.12.186:8001/hls/main/playlist.m3u8zxinjd
巴音郭楞州,http://file.loulannews.cn/nmip-media/channellive/channel103824/playlist.m3u8

☘️山东频道,#genre#
山东少儿,http://139.129.231.228:50060/rtp/239.21.1.208:5002
山东新闻,http://live.xmcdn.com/live/1440/64.m3u8
山东新闻,http://ls.qingting.fm/live/60180.m3u8
山东新闻,http://139.129.231.228:50060/rtp/239.21.1.140:5002
山东国际,http://139.129.231.228/rtp/239.21.1.61:5002
山东国际,http://139.129.231.228:50060/rtp/239.21.1.61:5002
山东教育,http://z.b.bkpcp.top/m.php?id=sdjy
山东教育,https://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
山东教育,http://livewai.sdetv.com.cn/live/da4ebbb91ee8468db5a9d230a535391f_transios/playlist.m3u8
山东教育,https://livewai.sdetv.com.cn/live/da4ebbb91ee8468db5a9d230a535391f_transios/playlist.m3u8
山东教育,http://183.11.239.36:808/hls/72/index.m3u8
山东教育,http://139.129.231.228:50060/rtp/239.21.1.169:5002
山东教育,http://home.wwang.pw:35455/itv/1000000002000004097.m3u8?cdn=ystenlive
山东居家购物,http://139.129.231.228/rtp/239.21.1.112:5002
山东居家购物,http://139.129.231.228:50060/rtp/239.21.1.112:5002
山东农科,http://139.129.231.228/rtp/239.21.1.183:5002
山东农科,http://139.129.231.228:50060/rtp/239.21.1.183:5002
山东齐鲁,http://139.129.231.228:50060/rtp/239.21.1.134:5002
山东生活,http://api3.52tb.xyz/info?id=527&token=20221127jxwhhemby
山东生活,http://live.xmcdn.com/live/802/64.m3u8
山东生活,http://ls.qingting.fm/live/60260.m3u8
山东生活,http://139.129.231.228:50060/rtp/239.21.1.175:5002
山东体育,http://live.xmcdn.com/live/805/64.m3u8
山东体育,https://satellitepull.cnr.cn/live/wxsdtyxxgb/playlist.m3u8
山东体育,http://satellitepull.cnr.cn/live/wxsdtyxxgb/playlist.m3u8
山东体育,http://139.129.231.228:50060/rtp/239.21.1.141:5002
山东文旅,http://139.129.231.228:50060/rtp/239.21.1.176:5002
山东综艺,http://139.129.231.228:50060/rtp/239.21.1.177:5002
济南综合,https://quehuamtyoutlive.ijntv.cn/qsrog5/0szz7q.m3u8
济南新闻综合,rtmp://tv.qntv.net/channellive/ch1
济南新闻综合,rtmp://tv.qntv.net/channellive/ch1?zguizd
济南新闻综合,http://pili-live-rtmp.56.i2863.com/i2863-56/live_56_307317.m3u8?shandd
济南都市,http://139.129.231.228/rtp/239.21.1.63:5002
济南都市,http://139.129.231.228:50060/rtp/239.21.1.63:5002
济南生活,http://139.129.231.228:50060/rtp/239.21.1.64:5002
济南影视,http://139.129.231.228:50060/rtp/239.21.1.65:5002
济南娱乐,http://139.129.231.228:50060/rtp/239.21.1.66:5002
济南少儿,http://139.129.231.228/rtp/239.21.1.68:5002
济南少儿,http://139.129.231.228:50060/rtp/239.21.1.68:5002
济南商务,http://139.129.231.228:50060/rtp/239.21.1.67:5002
济南教育,http://139.129.231.228:50060/rtp/239.21.1.133:5002
济南鲁中,http://139.129.231.228:50060/rtp/239.21.1.149:5002
青岛城阳,http://pili-live-rtmp.56.i2863.com/i2863-56/live_56_307317.m3u8?shandd
青州电视台文化旅游,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
青州电视台文化旅游,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8?shandd
青州电视台文化旅游,http://139.129.231.228:50060/rtp/239.21.1.231:5002
青州电视台新闻综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
青州电视台生活,http://sdqz.chinashadt.com:2036/live/stream:2.stream/playlist.m3u8
青州综合,rtmp://sdqz.chinashadt.com:2036/live/stream:1.stream
青州综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
青州综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8?shandd
青州综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8?shandd#http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8#rtmp://sdqz.chinashadt.com:2036/live/stream:1.stream
